naslov,avtor,ocena_raw,povezava
King Solomon's Carpet,Barbara Vine,"3.73 avg rating — 2,114 ratings",https://www.goodreads.com/book/show/459421.King_Solomon_s_Carpet
The Portrait of a Lady,Henry James,"3.80 avg rating — 86,471 ratings",https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady
The Wings of the Dove,Henry James,"3.78 avg rating — 17,720 ratings",https://www.goodreads.com/book/show/124272.The_Wings_of_the_Dove
Breathing Lessons,Anne Tyler(Goodreads Author),"3.66 avg rating — 34,260 ratings",https://www.goodreads.com/book/show/31181.Breathing_Lessons
A Modern Declaration of Independence: Crimes Against Humanity and a New System,Jakub Lasak(Goodreads Author),4.45 avg rating — 29 ratings,https://www.goodreads.com/book/show/54250984-a-modern-declaration-of-independence
JACKS FORK: a novel,Chris Orlet(Goodreads Author),4.80 avg rating — 5 ratings,https://www.goodreads.com/book/show/243529616-jacks-fork
Alla and the Piano – The Russian Tragedy 1912 to 1924,Morten Kvistgaard(Goodreads Author),4.88 avg rating — 172 ratings,https://www.goodreads.com/book/show/43844120-alla-and-the-piano-the-russian-tragedy-1912-to-1924
The Metamorphosis of Nick Adams,Gentry Thomason,it was amazing5.00 avg rating — 4 ratings,https://www.goodreads.com/book/show/238837933-the-metamorphosis-of-nick-adams
The Ascent of Rum Doodle,W.E. Bowman,"3.75 avg rating — 3,692 ratings",https://www.goodreads.com/book/show/168579.The_Ascent_of_Rum_Doodle
The Adventures of Gil Blas,Alain-René Le Sage,3.82 avg rating — 398 ratings,https://www.goodreads.com/book/show/7480592-the-adventures-of-gil-blas
The Face of Another,Kōbō Abe,"3.73 avg rating — 5,977 ratings",https://www.goodreads.com/book/show/10000.The_Face_of_Another
2062: A Future Vision,Emerson Littlefield(Goodreads Author),4.94 avg rating — 93 ratings,https://www.goodreads.com/book/show/250946965-2062
Quarantine,Jim Crace,"3.68 avg rating — 4,191 ratings",https://www.goodreads.com/book/show/2016758.Quarantine
No Bed for Bacon,Caryl Brahms,3.80 avg rating — 254 ratings,https://www.goodreads.com/book/show/749399.No_Bed_for_Bacon
La condition humaine,André Malraux,"3.74 avg rating — 6,731 ratings",https://www.goodreads.com/book/show/109837.La_condition_humaine
Oroonoko,Aphra Behn,"3.01 avg rating — 17,446 ratings",https://www.goodreads.com/book/show/51190.Oroonoko
"The Group: Mary McCarthy's Celebrated Novel of Vassar Women, Friendship, and Ambition in 1930s New York",Mary McCarthy,"3.68 avg rating — 17,803 ratings",https://www.goodreads.com/book/show/387348.The_Group
Illywhacker,Peter Carey,"3.78 avg rating — 3,136 ratings",https://www.goodreads.com/book/show/286357.Illywhacker
Epileptic,David B.,"3.89 avg rating — 13,881 ratings",https://www.goodreads.com/book/show/39916.Epileptic
Moon Over Africa,Pamela Kent(Pseudonym),2.75 avg rating — 28 ratings,https://www.goodreads.com/book/show/6146256-moon-over-africa
Solomon Gursky Was Here,Mordecai Richler,"3.98 avg rating — 3,210 ratings",https://www.goodreads.com/book/show/312029.Solomon_Gursky_Was_Here
"Heavy Weather (Blandings Castle, #5)",P.G. Wodehouse,"4.24 avg rating — 4,397 ratings",https://www.goodreads.com/book/show/446727.Heavy_Weather
"Scaramouche (Scaramouche, #1)",Rafael Sabatini,"4.10 avg rating — 9,433 ratings",https://www.goodreads.com/book/show/938105.Scaramouche
Silver Stallion: A Novel of Korea,Ahn Junghyo,3.79 avg rating — 128 ratings,https://www.goodreads.com/book/show/2043461.Silver_Stallion
A Good Man in Africa,William  Boyd,"3.87 avg rating — 6,001 ratings",https://www.goodreads.com/book/show/627180.A_Good_Man_in_Africa
A Season in Sinji,J.L. Carr,3.83 avg rating — 94 ratings,https://www.goodreads.com/book/show/3409807-a-season-in-sinji
Room Temperature,Nicholson Baker(Goodreads Author),"3.68 avg rating — 1,186 ratings",https://www.goodreads.com/book/show/28235.Room_Temperature
The Book of Laughter and Forgetting,Milan Kundera,"3.94 avg rating — 55,418 ratings",https://www.goodreads.com/book/show/240976.The_Book_of_Laughter_and_Forgetting
The Member of the Wedding,Carson McCullers,"3.81 avg rating — 20,812 ratings",https://www.goodreads.com/book/show/330244.The_Member_of_the_Wedding
The Time Ships,Stephen Baxter,"3.96 avg rating — 6,607 ratings",https://www.goodreads.com/book/show/62992.The_Time_Ships
"Topper Takes a Trip (Topper, #2)",Thorne Smith,3.74 avg rating — 309 ratings,https://www.goodreads.com/book/show/423305.Topper_Takes_a_Trip
Death of a Hero,Richard Aldington,4.02 avg rating — 766 ratings,https://www.goodreads.com/book/show/1433981.Death_of_a_Hero
London Fields,Martin Amis,"3.66 avg rating — 13,782 ratings",https://www.goodreads.com/book/show/18830.London_Fields
The Harpole Report,J.L. Carr,3.99 avg rating — 334 ratings,https://www.goodreads.com/book/show/3118291-the-harpole-report
"L.A. Confidential (L.A. Quartet, #3)",James Ellroy,"4.19 avg rating — 41,200 ratings",https://www.goodreads.com/book/show/57727.L_A_Confidential
Women in Love,D.H. Lawrence,"3.66 avg rating — 33,831 ratings",https://www.goodreads.com/book/show/9784.Women_in_Love
The Victorian Chaise Longue,Marghanita Laski,"3.59 avg rating — 1,859 ratings",https://www.goodreads.com/book/show/1052340.The_Victorian_Chaise_Longue
Darkness Falls from the Air,Nigel Balchin,3.85 avg rating — 229 ratings,https://www.goodreads.com/book/show/629249.Darkness_Falls_from_the_Air
"Poetic Justice (A Kate Fansler Mystery, #3)",Amanda Cross,3.71 avg rating — 979 ratings,https://www.goodreads.com/book/show/567073.Poetic_Justice
Untouchable,Mulk Raj Anand,"3.74 avg rating — 6,910 ratings",https://www.goodreads.com/book/show/162.Untouchable
A Thousand Acres,Jane Smiley(Goodreads Author),"3.83 avg rating — 73,649 ratings",https://www.goodreads.com/book/show/901879.A_Thousand_Acres
The Echoing Grove,Rosamond Lehmann,3.56 avg rating — 385 ratings,https://www.goodreads.com/book/show/1473860.The_Echoing_Grove
Vathek,William Beckford,"3.22 avg rating — 7,639 ratings",https://www.goodreads.com/book/show/859694.Vathek
One of Ours,Willa Cather,"3.97 avg rating — 10,432 ratings",https://www.goodreads.com/book/show/543137.One_of_Ours
A Long Long Way (Dunne Family #3),Sebastian Barry,"4.14 avg rating — 8,970 ratings",https://www.goodreads.com/book/show/379087.A_Long_Long_Way
The Sorrows of Young Werther,Johann Wolfgang von Goethe,"3.70 avg rating — 161,702 ratings",https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther
Mister Johnson,Joyce Cary,3.47 avg rating — 493 ratings,https://www.goodreads.com/book/show/1606194.Mister_Johnson
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"4.05 avg rating — 443,639 ratings",https://www.goodreads.com/book/show/7869.The_Bourne_Identity
The Crow Road,Iain Banks,"4.09 avg rating — 24,749 ratings",https://www.goodreads.com/book/show/12021.The_Crow_Road
Death and the Penguin,Andrey Kurkov,"3.77 avg rating — 23,515 ratings",https://www.goodreads.com/book/show/152893.Death_and_the_Penguin
La Comedie Humaine: Scenes from Political Life,Honoré de Balzac,4.12 avg rating — 17 ratings,https://www.goodreads.com/book/show/240965.La_Comedie_Humaine
Slouching Towards Kalamazoo,Peter De Vries,3.74 avg rating — 584 ratings,https://www.goodreads.com/book/show/251995.Slouching_Towards_Kalamazoo
Ballet Shoes,Noel Streatfeild,"4.07 avg rating — 39,157 ratings",https://www.goodreads.com/book/show/10444.Ballet_Shoes
Camp Concentration,Thomas M. Disch,"3.73 avg rating — 3,152 ratings",https://www.goodreads.com/book/show/553907.Camp_Concentration
Greenmantle (Richard Hannay #2),John Buchan,"3.73 avg rating — 5,330 ratings",https://www.goodreads.com/book/show/8987398-greenmantle
Bouvard and Pécuchet,Gustave Flaubert,"3.82 avg rating — 4,550 ratings",https://www.goodreads.com/book/show/40763.Bouvard_and_P_cuchet
A Fairy Tale of New York,J.P. Donleavy,"3.72 avg rating — 1,270 ratings",https://www.goodreads.com/book/show/127017.A_Fairy_Tale_of_New_York
A Legacy,Sybille Bedford,3.64 avg rating — 973 ratings,https://www.goodreads.com/book/show/397112.A_Legacy
Foreign Affairs,Alison Lurie,"3.76 avg rating — 13,194 ratings",https://www.goodreads.com/book/show/202897.Foreign_Affairs
I Am Legend,Richard Matheson,"4.05 avg rating — 159,037 ratings",https://www.goodreads.com/book/show/40940649-i-am-legend
"Wieland, or, The Transformation (Carwin, #1)",Charles Brockden Brown,"3.17 avg rating — 2,035 ratings",https://www.goodreads.com/book/show/402838.Wieland_or_The_Transformation
Humboldt's Gift,Saul Bellow,"3.84 avg rating — 10,275 ratings",https://www.goodreads.com/book/show/11494.Humboldt_s_Gift
Vile Bodies,Evelyn Waugh,"3.71 avg rating — 18,191 ratings",https://www.goodreads.com/book/show/142492.Vile_Bodies
The Home and the World,Rabindranath Tagore,"3.84 avg rating — 6,219 ratings",https://www.goodreads.com/book/show/174216.The_Home_and_the_World
Ennui,Maria Edgeworth,3.39 avg rating — 219 ratings,https://www.goodreads.com/book/show/6552640-ennui
Samarkand,Amin Maalouf(Goodreads Author),"4.24 avg rating — 32,646 ratings",https://www.goodreads.com/book/show/142395.Samarkand
Rogue Moon,Algis Budrys,"3.47 avg rating — 3,392 ratings",https://www.goodreads.com/book/show/939709.Rogue_Moon
The Mysteries of Udolpho,Ann Radcliffe,"3.43 avg rating — 17,739 ratings",https://www.goodreads.com/book/show/93134.The_Mysteries_of_Udolpho
"Joy in the Morning (Jeeves, #8)",P.G. Wodehouse,"4.28 avg rating — 13,643 ratings",https://www.goodreads.com/book/show/10345645-joy-in-the-morning
Clayhanger (The Five Towns #6),Arnold Bennett,really liked it4.00 avg rating — 544 ratings,https://www.goodreads.com/book/show/1327976.Clayhanger
Kaas,Willem Elsschot,"3.59 avg rating — 8,906 ratings",https://www.goodreads.com/book/show/1059967.Kaas
Two Serious Ladies,Jane Bowles,"3.57 avg rating — 4,622 ratings",https://www.goodreads.com/book/show/215262.Two_Serious_Ladies
The Coming Race,Edward Bulwer-Lytton,"3.24 avg rating — 1,855 ratings",https://www.goodreads.com/book/show/1014436.The_Coming_Race
The Last September,Elizabeth Bowen,"3.45 avg rating — 3,846 ratings",https://www.goodreads.com/book/show/195990.The_Last_September
Caprice,Ronald Firbank,3.02 avg rating — 92 ratings,https://www.goodreads.com/book/show/1700790.Caprice
The Silent Duchess,Dacia Maraini,"3.67 avg rating — 4,044 ratings",https://www.goodreads.com/book/show/392005.The_Silent_Duchess
Adam Bede,George Eliot,"3.83 avg rating — 26,714 ratings",https://www.goodreads.com/book/show/20563.Adam_Bede
The End of the World News,Anthony Burgess,3.80 avg rating — 809 ratings,https://www.goodreads.com/book/show/96574.The_End_of_the_World_News
Room at the Top,John Braine,"3.69 avg rating — 2,688 ratings",https://www.goodreads.com/book/show/1775733.Room_at_the_Top
Towards the End of the Morning,Michael Frayn,"3.63 avg rating — 1,444 ratings",https://www.goodreads.com/book/show/287019.Towards_the_End_of_the_Morning
The Death of Virgil,Hermann Broch,"4.15 avg rating — 1,912 ratings",https://www.goodreads.com/book/show/27426.The_Death_of_Virgil
"So Long, See You Tomorrow",William Maxwell,"3.84 avg rating — 19,473 ratings",https://www.goodreads.com/book/show/14276.So_Long_See_You_Tomorrow
Tales of the South Pacific,James A. Michener,"4.04 avg rating — 16,841 ratings",https://www.goodreads.com/book/show/133488.Tales_of_the_South_Pacific
Under the Net,Iris Murdoch,"3.78 avg rating — 16,760 ratings",https://www.goodreads.com/book/show/907650.Under_the_Net
Black Mischief,Evelyn Waugh,"3.68 avg rating — 3,730 ratings",https://www.goodreads.com/book/show/23466111-black-mischief
Shirley,Charlotte Brontë,"3.75 avg rating — 37,586 ratings",https://www.goodreads.com/book/show/31168.Shirley
The Polyglots,William Gerhardie,3.41 avg rating — 317 ratings,https://www.goodreads.com/book/show/880198.The_Polyglots
Evelina,Frances Burney,"3.71 avg rating — 19,256 ratings",https://www.goodreads.com/book/show/37638.Evelina
The Egoist,George Meredith,"3.65 avg rating — 1,776 ratings",https://www.goodreads.com/book/show/971088.The_Egoist
Malice Aforethought,Francis Iles,"3.93 avg rating — 2,228 ratings",https://www.goodreads.com/book/show/6087210-malice-aforethought
The Moviegoer,Walker Percy,"3.64 avg rating — 31,786 ratings",https://www.goodreads.com/book/show/10739.The_Moviegoer
The Kingdom of This World,Alejo Carpentier,"3.78 avg rating — 8,723 ratings",https://www.goodreads.com/book/show/669450.The_Kingdom_of_This_World
The Corrections,Jonathan Franzen,"3.85 avg rating — 202,457 ratings",https://www.goodreads.com/book/show/3805.The_Corrections
Brewster's Millions,George Barr McCutcheon,3.65 avg rating — 994 ratings,https://www.goodreads.com/book/show/563351.Brewster_s_Millions
Tropic of Cancer,Henry Miller,"3.65 avg rating — 79,577 ratings",https://www.goodreads.com/book/show/249.Tropic_of_Cancer
Herzog,Saul Bellow,"3.75 avg rating — 23,278 ratings",https://www.goodreads.com/book/show/6551.Herzog
"What a Carve Up! (The Winshaw Legacy, #1)",Jonathan Coe(Goodreads Author),"4.11 avg rating — 13,448 ratings",https://www.goodreads.com/book/show/193873.What_a_Carve_Up_
Squire Haggard's Journal,Michael Frederick Green,3.72 avg rating — 36 ratings,https://www.goodreads.com/book/show/257056.Squire_Haggard_s_Journal
The Sound of My Voice,Ron Butlin(Goodreads Author),3.87 avg rating — 601 ratings,https://www.goodreads.com/book/show/1006746.The_Sound_of_My_Voice
Patience & Sarah,Isabel Miller,"3.92 avg rating — 5,291 ratings",https://www.goodreads.com/book/show/31186.Patience_Sarah
Beyond Black,Hilary Mantel,"3.43 avg rating — 10,380 ratings",https://www.goodreads.com/book/show/101923.Beyond_Black
"The Beast Must Die (Nigel Strangeways, #4)",Nicholas  Blake,"3.75 avg rating — 2,084 ratings",https://www.goodreads.com/book/show/437855.The_Beast_Must_Die
Mr. Blandings Builds His Dream House,Eric Hodgins,3.74 avg rating — 867 ratings,https://www.goodreads.com/book/show/142440.Mr_Blandings_Builds_His_Dream_House
L'isola di Arturo,Elsa Morante,"4.03 avg rating — 16,240 ratings",https://www.goodreads.com/book/show/1158388.L_isola_di_Arturo
Count Belisarius,Robert Graves,"4.03 avg rating — 3,040 ratings",https://www.goodreads.com/book/show/324312.Count_Belisarius
The Rainbow,D.H. Lawrence,"3.70 avg rating — 21,966 ratings",https://www.goodreads.com/book/show/1030112.The_Rainbow
The Mark of Zorro,Johnston McCulley,"really liked it4.00 avg rating — 7,367 ratings",https://www.goodreads.com/book/show/2571915-the-mark-of-zorro
The Four Just Men,Edgar Wallace,"3.55 avg rating — 1,538 ratings",https://www.goodreads.com/book/show/2008348.The_Four_Just_Men
The Lecturer's Tale,James Hynes,3.48 avg rating — 966 ratings,https://www.goodreads.com/book/show/319893.The_Lecturer_s_Tale
The Wapshot Chronicle,John Cheever,"3.75 avg rating — 7,659 ratings",https://www.goodreads.com/book/show/11890.The_Wapshot_Chronicle
The Painter of Signs,R.K. Narayan,"3.64 avg rating — 2,668 ratings",https://www.goodreads.com/book/show/18724.The_Painter_of_Signs
A Lost Lady,Willa Cather,"3.72 avg rating — 8,502 ratings",https://www.goodreads.com/book/show/48200.A_Lost_Lady
Mr Norris Changes Trains,Christopher Isherwood,"3.75 avg rating — 6,246 ratings",https://www.goodreads.com/book/show/705163.Mr_Norris_Changes_Trains
Delta of Venus,Anaïs Nin,"3.60 avg rating — 26,979 ratings",https://www.goodreads.com/book/show/11041.Delta_of_Venus
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"4.14 avg rating — 239,558 ratings",https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
The Einstein Intersection,Samuel R. Delany,"3.55 avg rating — 6,446 ratings",https://www.goodreads.com/book/show/145354.The_Einstein_Intersection
The Madman of Bergerac,Georges Simenon,"3.73 avg rating — 2,543 ratings",https://www.goodreads.com/book/show/440799.The_Madman_of_Bergerac
The Book of Daniel,E.L. Doctorow,"3.86 avg rating — 6,042 ratings",https://www.goodreads.com/book/show/411761.The_Book_of_Daniel
The Mighty Walzer,Howard Jacobson,3.49 avg rating — 486 ratings,https://www.goodreads.com/book/show/478309.The_Mighty_Walzer
The Vagabond,Colette,"3.88 avg rating — 5,381 ratings",https://www.goodreads.com/book/show/89842.The_Vagabond
All Souls' Day,Cees Nooteboom,"3.70 avg rating — 1,264 ratings",https://www.goodreads.com/book/show/326020.All_Souls_Day
Amongst Women,John McGahern,"3.96 avg rating — 6,026 ratings",https://www.goodreads.com/book/show/304209.Amongst_Women
Pictures from an Institution,Randall Jarrell,3.44 avg rating — 518 ratings,https://www.goodreads.com/book/show/80989.Pictures_from_an_Institution
Manservant and Maidservant,Ivy Compton-Burnett,3.43 avg rating — 522 ratings,https://www.goodreads.com/book/show/410138.Manservant_and_Maidservant
Manon Lescaut,Antoine François Prévost d'Exiles,"3.30 avg rating — 17,821 ratings",https://www.goodreads.com/book/show/577246.Manon_Lescaut
The Castle,Franz Kafka,"3.91 avg rating — 79,166 ratings",https://www.goodreads.com/book/show/333538.The_Castle
"Clarissa, or, The History of a Young Lady",Samuel Richardson,"3.40 avg rating — 8,622 ratings",https://www.goodreads.com/book/show/529243.Clarissa_or_The_History_of_a_Young_Lady
Melmoth the Wanderer,Charles Robert Maturin,"3.72 avg rating — 5,764 ratings",https://www.goodreads.com/book/show/207313.Melmoth_the_Wanderer
Strait is the Gate,André Gide,"3.57 avg rating — 6,615 ratings",https://www.goodreads.com/book/show/469406.Strait_is_the_Gate
Sentimental Education,Gustave Flaubert,"3.81 avg rating — 25,514 ratings",https://www.goodreads.com/book/show/2183.Sentimental_Education
The Debt to Pleasure,John Lanchester,"3.74 avg rating — 3,243 ratings",https://www.goodreads.com/book/show/169510.The_Debt_to_Pleasure
Roxana,Daniel Defoe,"3.41 avg rating — 5,826 ratings",https://www.goodreads.com/book/show/332152.Roxana
"Erewhon (Erewhon, #1)",Samuel Butler,"3.28 avg rating — 4,765 ratings",https://www.goodreads.com/book/show/516570.Erewhon
The Immoralist,André Gide,"3.54 avg rating — 14,051 ratings",https://www.goodreads.com/book/show/19468140-the-immoralist
"The Remorseful Day (Inspector Morse, #13)",Colin Dexter,"4.24 avg rating — 6,185 ratings",https://www.goodreads.com/book/show/76912.The_Remorseful_Day
My New York Diary,Julie Doucet,"3.83 avg rating — 3,089 ratings",https://www.goodreads.com/book/show/223791.My_New_York_Diary
The Family Moskat,Isaac Bashevis Singer,"4.23 avg rating — 1,970 ratings",https://www.goodreads.com/book/show/718666.The_Family_Moskat
Vineland,Thomas Pynchon,"3.74 avg rating — 19,581 ratings",https://www.goodreads.com/book/show/59721.Vineland
"Nice Work (The Campus Trilogy, #3)",David Lodge,"3.86 avg rating — 6,108 ratings",https://www.goodreads.com/book/show/69935.Nice_Work
Kim,Rudyard Kipling,"3.70 avg rating — 40,671 ratings",https://www.goodreads.com/book/show/210834.Kim
The Millstone,Margaret Drabble,"3.90 avg rating — 4,089 ratings",https://www.goodreads.com/book/show/105021.The_Millstone
Earthly Powers,Anthony Burgess,"4.13 avg rating — 3,473 ratings",https://www.goodreads.com/book/show/8822.Earthly_Powers
"Hello Summer, Goodbye",Michael G. Coney,4.04 avg rating — 323 ratings,https://www.goodreads.com/book/show/1212830.Hello_Summer_Goodbye
The League of Frightened Men (Nero Wolfe #2),Rex Stout,"4.09 avg rating — 8,105 ratings",https://www.goodreads.com/book/show/15836322-the-league-of-frightened-men
Vendetta,Michael Dibdin,"3.81 avg rating — 2,586 ratings",https://www.goodreads.com/book/show/750285.Vendetta
"England, their England",A.G. Macdonell,3.67 avg rating — 614 ratings,https://www.goodreads.com/book/show/847987.England_their_England
A Sport and a Pastime,James Salter,"3.64 avg rating — 11,892 ratings",https://www.goodreads.com/book/show/114511.A_Sport_and_a_Pastime
Confederates,Thomas Keneally,"4.09 avg rating — 1,384 ratings",https://www.goodreads.com/book/show/2435104.Confederates
"The Castle of Otranto, The Mysteries of Udolpho, Northanger Abbey","Holt, Rinehart and Winston, Inc.(Editor)",3.71 avg rating — 82 ratings,https://www.goodreads.com/book/show/1892659.The_Castle_of_Otranto_The_Mysteries_of_Udolpho_Northanger_Abbey
The Counterfeiters,André Gide,"3.82 avg rating — 10,632 ratings",https://www.goodreads.com/book/show/70105.The_Counterfeiters
Memoirs of a Gnostic Dwarf,David Madsen,3.67 avg rating — 626 ratings,https://www.goodreads.com/book/show/592549.Memoirs_of_a_Gnostic_Dwarf
"The Sportswriter (Frank Bascombe, #1)",Richard Ford,"3.69 avg rating — 20,509 ratings",https://www.goodreads.com/book/show/40722.The_Sportswriter
The Reluctant Orphan,Sara Seale,2.90 avg rating — 52 ratings,https://www.goodreads.com/book/show/2659235-the-reluctant-orphan
"Rabbit Redux (Rabbit Angstrom, #2)",John Updike,"3.81 avg rating — 16,777 ratings",https://www.goodreads.com/book/show/46917.Rabbit_Redux
The Odd Women,George Gissing,"3.85 avg rating — 5,797 ratings",https://www.goodreads.com/book/show/675037.The_Odd_Women
"Black and Blue (Inspector Rebus, #8)",Ian Rankin(Goodreads Author),"4.09 avg rating — 19,352 ratings",https://www.goodreads.com/book/show/8187250-black-and-blue
"Bright Lights, Big City",Jay McInerney(Goodreads Author),"3.81 avg rating — 38,183 ratings",https://www.goodreads.com/book/show/86147.Bright_Lights_Big_City
Spies,Michael Frayn,"3.55 avg rating — 6,562 ratings",https://www.goodreads.com/book/show/287022.Spies
The Good Soldier,Ford Madox Ford,"3.66 avg rating — 29,439 ratings",https://www.goodreads.com/book/show/8137464-the-good-soldier
New Grub Street,George Gissing,"3.79 avg rating — 6,577 ratings",https://www.goodreads.com/book/show/782519.New_Grub_Street
Puckoon,Spike Milligan,"3.70 avg rating — 4,022 ratings",https://www.goodreads.com/book/show/887348.Puckoon
Les caves du Vatican,André Gide,"3.62 avg rating — 3,728 ratings",https://www.goodreads.com/book/show/413496.Les_caves_du_Vatican
By Grand Central Station I Sat Down and Wept,Elizabeth  Smart,"3.45 avg rating — 8,464 ratings",https://www.goodreads.com/book/show/48987.By_Grand_Central_Station_I_Sat_Down_and_Wept
The Restraint of Beasts,Magnus Mills,"3.87 avg rating — 3,880 ratings",https://www.goodreads.com/book/show/323208.The_Restraint_of_Beasts
The Shrimp and the Anemone,L.P. Hartley,3.80 avg rating — 407 ratings,https://www.goodreads.com/book/show/1560965.The_Shrimp_and_the_Anemone
Waterland,Graham Swift,"3.89 avg rating — 10,330 ratings",https://www.goodreads.com/book/show/148639.Waterland
Blott on the Landscape,Tom Sharpe,"3.92 avg rating — 4,189 ratings",https://www.goodreads.com/book/show/28936447-blott-on-the-landscape
Mother,Maxim Gorky,"3.97 avg rating — 19,668 ratings",https://www.goodreads.com/book/show/88043.Mother
Titmuss Regained,John Mortimer,3.74 avg rating — 556 ratings,https://www.goodreads.com/book/show/763554.Titmuss_Regained
Diary of a Mad Old Man,Jun'ichirō Tanizaki,"3.45 avg rating — 3,981 ratings",https://www.goodreads.com/book/show/93840.Diary_of_a_Mad_Old_Man
She,H. Rider Haggard,"3.56 avg rating — 14,421 ratings",https://www.goodreads.com/book/show/18710403-she
Lanark: A Life in Four Books,Alasdair Gray,"4.10 avg rating — 8,115 ratings",https://www.goodreads.com/book/show/161037.Lanark
The Sacred Book of the Werewolf,Victor Pelevin,"3.83 avg rating — 5,866 ratings",https://www.goodreads.com/book/show/3212912-the-sacred-book-of-the-werewolf
First Love,Ivan Turgenev,"3.77 avg rating — 27,433 ratings",https://www.goodreads.com/book/show/3532.First_Love
The Blackwater Lightship,Colm Tóibín,"3.96 avg rating — 9,260 ratings",https://www.goodreads.com/book/show/43702.The_Blackwater_Lightship
Red Shift,Alan Garner,"3.61 avg rating — 1,784 ratings",https://www.goodreads.com/book/show/307220.Red_Shift
L'Institut Benjamenta,Robert Walser,"3.87 avg rating — 6,236 ratings",https://www.goodreads.com/book/show/196040.L_Institut_Benjamenta
V.,Thomas Pynchon,"3.97 avg rating — 25,928 ratings",https://www.goodreads.com/book/show/5777470-v
Penrod,Booth Tarkington,"3.92 avg rating — 1,639 ratings",https://www.goodreads.com/book/show/8127079-penrod
Love on the Dole,Walter Greenwood,"3.93 avg rating — 1,368 ratings",https://www.goodreads.com/book/show/2438254.Love_on_the_Dole
Three Paradoxes,Paul Hornschemeier,3.28 avg rating — 809 ratings,https://www.goodreads.com/book/show/824328.Three_Paradoxes
The Castafiore Emerald (Tintin #21),Hergé,"3.96 avg rating — 12,339 ratings",https://www.goodreads.com/book/show/146106.The_Castafiore_Emerald
"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,"3.80 avg rating — 101,023 ratings",https://www.goodreads.com/book/show/21704.The_Black_Dahlia
Just William,Richmal Crompton,"4.08 avg rating — 5,598 ratings",https://www.goodreads.com/book/show/25358307-just-william
Les revenentes,Georges Perec,3.45 avg rating — 93 ratings,https://www.goodreads.com/book/show/516336.Les_revenentes
The Ambassadors,Henry James,"3.63 avg rating — 13,148 ratings",https://www.goodreads.com/book/show/775366.The_Ambassadors
"Independence Day (Frank Bascombe, #2)",Richard Ford,"3.86 avg rating — 16,939 ratings",https://www.goodreads.com/book/show/12374.Independence_Day
La Vie mode d'emploi,Georges Perec,"4.17 avg rating — 10,522 ratings",https://www.goodreads.com/book/show/411678.La_Vie_mode_d_emploi
No Orchids for Miss Blandish (Blandish's Orchids and Dave Fenner #1),James Hadley Chase,"3.77 avg rating — 3,060 ratings",https://www.goodreads.com/book/show/521118.No_Orchids_for_Miss_Blandish
Washington Square,Henry James,"3.71 avg rating — 26,562 ratings",https://www.goodreads.com/book/show/133954.Washington_Square
Daniel Deronda,George Eliot,"3.87 avg rating — 27,159 ratings",https://www.goodreads.com/book/show/304.Daniel_Deronda
"The Graduate (The Graduate, #1)",Charles Webb,"3.34 avg rating — 12,276 ratings",https://www.goodreads.com/book/show/71047.The_Graduate
"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,"4.12 avg rating — 13,277 ratings",https://www.goodreads.com/book/show/12187.Ada_or_Ardor
The Way We Live Now,Anthony Trollope,"4.10 avg rating — 14,385 ratings",https://www.goodreads.com/book/show/149785.The_Way_We_Live_Now
Chronicle in Stone,Ismail Kadare,"4.08 avg rating — 5,001 ratings",https://www.goodreads.com/book/show/708124.Chronicle_in_Stone
My Search for Warren Harding,Robert Plunket,"3.78 avg rating — 1,441 ratings",https://www.goodreads.com/book/show/638363.My_Search_for_Warren_Harding
Ulysses,James Joyce,"3.76 avg rating — 140,966 ratings",https://www.goodreads.com/book/show/338798.Ulysses
East Lynne,Mrs. Henry Wood,"3.74 avg rating — 5,425 ratings",https://www.goodreads.com/book/show/1109858.East_Lynne
"Light (Kefahuchi Tract, #1)",M. John Harrison,"3.61 avg rating — 6,945 ratings",https://www.goodreads.com/book/show/17735.Light
"Bold as Love (Bold as Love, #1)",Gwyneth Jones,3.37 avg rating — 300 ratings,https://www.goodreads.com/book/show/1118463.Bold_as_Love
The Old Wives' Tale,Arnold Bennett,"3.85 avg rating — 4,854 ratings",https://www.goodreads.com/book/show/18948786-the-old-wives-tale
A Girl in Winter,Philip Larkin,"3.75 avg rating — 1,740 ratings",https://www.goodreads.com/book/show/1103562.A_Girl_in_Winter
A Time to Be Born,Dawn Powell,"3.96 avg rating — 1,120 ratings",https://www.goodreads.com/book/show/180378.A_Time_to_Be_Born
Good Behaviour,Molly Keane,"3.87 avg rating — 4,268 ratings",https://www.goodreads.com/book/show/439712.Good_Behaviour
Rubyfruit Jungle,Rita Mae Brown,"3.91 avg rating — 48,386 ratings",https://www.goodreads.com/book/show/165395.Rubyfruit_Jungle
Revolutionary Road,Richard Yates,"3.94 avg rating — 95,227 ratings",https://www.goodreads.com/book/show/48328.Revolutionary_Road
Whisky Galore,Compton Mackenzie,"3.79 avg rating — 1,839 ratings",https://www.goodreads.com/book/show/655425.Whisky_Galore
